Tech,Wind class,Year,CFc,Cap cost 1000$/MW,Fixed O&M 1000$/MW-yr,Var O&M $/MWh
OFFSHORE,1,2010,0.449697674,2531.7376180218025,115.33675120649933,0.0
OFFSHORE,1,2011,0.449697674,2531.7376180218025,115.33675120649933,0.0
OFFSHORE,1,2012,0.449697674,2531.7376180218025,115.33675120649933,0.0
OFFSHORE,1,2013,0.449697674,2531.7376180218025,115.33675120649933,0.0
OFFSHORE,1,2014,0.449697674,2531.7376180218025,115.33675120649933,0.0
OFFSHORE,1,2015,0.449697674,2531.7376180218025,115.33675120649933,0.0
OFFSHORE,1,2016,0.449697674,2531.7376180218025,115.33675120649933,0.0
OFFSHORE,1,2017,0.449697674,2531.7376180218025,115.33675120649933,0.0
OFFSHORE,1,2018,0.449697674,2531.7376180218025,115.33675120649933,0.0
OFFSHORE,1,2019,0.449697674,2531.7376180218025,115.33675120649933,0.0
OFFSHORE,1,2020,0.447413794,2556.020819,116.0533311,0.0
OFFSHORE,1,2021,0.450617164,2440.77234,112.8764491,0.0
OFFSHORE,1,2022,0.453317896,2363.767365,110.4122679,0.0
OFFSHORE,1,2023,0.455702278,2309.131465,108.3988853,0.0
OFFSHORE,1,2024,0.457869188,2266.752569,106.6965945,0.0
OFFSHORE,1,2025,0.459877419,2232.12649,105.2220032,0.0
OFFSHORE,1,2026,0.461764775,2202.850557,103.9213215,0.0
OFFSHORE,1,2027,0.463557,2177.49059,102.7578221,0.0
OFFSHORE,1,2028,0.465272413,2155.121514,101.7053088,0.0
OFFSHORE,1,2029,0.466924513,2135.111694,100.7444395,0.0
OFFSHORE,1,2030,0.468523535,2117.01061,99.86052537,0.0
OFFSHORE,1,2031,0.469577419,2100.485615,99.04214873,0.0
OFFSHORE,1,2032,0.47059245,2085.284093,98.28025831,0.0
OFFSHORE,1,2033,0.471573691,2071.209682,97.56755742,0.0
OFFSHORE,1,2034,0.472525275,2058.106719,96.89807784,0.0
OFFSHORE,1,2035,0.473450623,2045.849715,96.2668757,0.0
OFFSHORE,1,2036,0.474352596,2034.33603,95.6698097,0.0
OFFSHORE,1,2037,0.475233614,2023.48064,95.10337626,0.0
OFFSHORE,1,2038,0.47609574,2013.212321,94.56458496,0.0
OFFSHORE,1,2039,0.476940746,2003.470819,94.05086299,0.0
OFFSHORE,1,2040,0.477770167,1994.204707,93.5599808,0.0
OFFSHORE,1,2041,0.478585342,1985.369735,93.08999365,0.0
OFFSHORE,1,2042,0.479387443,1976.927561,92.6391951,0.0
OFFSHORE,1,2043,0.480177505,1968.84474,92.20607955,0.0
OFFSHORE,1,2044,0.480956444,1961.091923,91.78931194,0.0
OFFSHORE,1,2045,0.481725076,1953.643218,91.38770291,0.0
OFFSHORE,1,2046,0.48248413,1946.475664,91.00018838,0.0
OFFSHORE,1,2047,0.483234262,1939.568807,90.62581249,0.0
OFFSHORE,1,2048,0.483976061,1932.904347,90.26371346,0.0
OFFSHORE,1,2049,0.484710061,1926.465844,89.9131116,0.0
OFFSHORE,1,2050,0.485436745,1920.238478,89.57329922,0.0
OFFSHORE,2,2010,0.438233138,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2011,0.438233138,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2012,0.438233138,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2013,0.438233138,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2014,0.438233138,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2015,0.438233138,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2016,0.438233138,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2017,0.438233138,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2018,0.438233138,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2019,0.438233138,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2020,0.436007484,2563.84991,118.5483398,0.0
OFFSHORE,2,2021,0.439154681,2448.248425,115.3031585,0.0
OFFSHORE,2,2022,0.441812054,2371.007583,112.7860004,0.0
OFFSHORE,2,2023,0.444161143,2316.204334,110.7293325,0.0
OFFSHORE,2,2024,0.446298304,2273.695631,108.9904445,0.0
OFFSHORE,2,2025,0.448280832,2238.963493,107.4841512,0.0
OFFSHORE,2,2026,0.450145566,2209.597887,106.1555064,0.0
OFFSHORE,2,2027,0.451917593,2184.160243,104.9669931,0.0
OFFSHORE,2,2028,0.453614768,2161.722651,103.8918521,0.0
OFFSHORE,2,2029,0.455250244,2141.651541,102.9103252,0.0
OFFSHORE,2,2030,0.456833994,2123.495013,102.007408,0.0
OFFSHORE,2,2031,0.457873757,2106.919402,101.1714372,0.0
OFFSHORE,2,2032,0.458875659,2091.671318,100.3931671,0.0
OFFSHORE,2,2033,0.459844631,2077.553797,99.66514394,0.0
OFFSHORE,2,2034,0.460784702,2064.410699,98.98127135,0.0
OFFSHORE,2,2035,0.461699206,2052.116152,98.33649911,0.0
OFFSHORE,2,2036,0.462590932,2040.567201,97.7265969,0.0
OFFSHORE,2,2037,0.463462236,2029.67856,97.14798582,0.0
OFFSHORE,2,2038,0.46431513,2019.378789,96.59761115,0.0
OFFSHORE,2,2039,0.46515134,2009.60745,96.07284476,0.0
OFFSHORE,2,2040,0.465972363,2000.312955,95.57140918,0.0
OFFSHORE,2,2041,0.466779503,1991.450922,95.09131788,0.0
OFFSHORE,2,2042,0.467573902,1982.98289,94.63082769,0.0
OFFSHORE,2,2043,0.468356569,1974.875311,94.18840067,0.0
OFFSHORE,2,2044,0.469128397,1967.098747,93.76267305,0.0
OFFSHORE,2,2045,0.46989018,1959.627227,93.35242991,0.0
OFFSHORE,2,2046,0.470642631,1952.437719,92.95658427,0.0
