type,t,capcost,fom,vom
csp1,2010,8479.462164,66,4.1
csp1,2011,8479.462164,66,4.1
csp1,2012,8479.462164,66,4.1
csp1,2013,8479.462164,66,4.1
csp1,2014,8479.462164,66,4.1
csp1,2015,8479.462164,66,4.1
csp1,2016,8479.462164,66,4.1
csp1,2017,8479.462164,66,4.1
csp1,2018,8127.096623,66,4.1
csp1,2019,7774.731082,66,4.1
csp1,2020,7422.365541,66,4.1
csp1,2021,7070,66,4.1
csp1,2022,6651.437172,63.11111111,3.5
csp1,2023,6287.883813,60.22222222,3.5
csp1,2024,5895.465022,57.33333333,3.5
csp1,2025,5503.046231,54.44444444,3.5
csp1,2026,5110.627439,51.55555556,3.5
csp1,2027,4718.208648,48.66666667,3.5
csp1,2028,4325.789857,45.77777778,3.5
csp1,2029,3933.371066,42.88888889,3.5
csp1,2030,3540.952275,40,3.5
csp1,2031,3506.694272,40,3.5
csp1,2032,3472.436268,40,3.5
csp1,2033,3438.178265,40,3.5
csp1,2034,3403.920262,40,3.5
csp1,2035,3369.662258,40,3.5
csp1,2036,3335.404255,40,3.5
csp1,2037,3301.146252,40,3.5
csp1,2038,3266.888248,40,3.5
csp1,2039,3232.630245,40,3.5
csp1,2040,3198.372241,40,3.5
csp1,2041,3164.114238,40,3.5
csp1,2042,3129.856235,40,3.5
csp1,2043,3095.598231,40,3.5
csp1,2044,3061.340228,40,3.5
csp1,2045,3027.082224,40,3.5
csp1,2046,2992.824221,40,3.5
csp1,2047,2958.566218,40,3.5
csp1,2048,2924.308214,40,3.5
csp1,2049,2890.050211,40,3.5
csp1,2050,2855.792208,40,3.5
csp2,2010,7561.093424,66,4.1
csp2,2011,7561.093424,66,4.1
csp2,2012,7561.093424,66,4.1
csp2,2013,7561.093424,66,4.1
csp2,2014,7561.093424,66,4.1
csp2,2015,7561.093424,66,4.1
csp2,2016,7561.093424,66,4.1
csp2,2017,7561.093424,66,4.1
csp2,2018,7248.132719,66,4.1
csp2,2019,6935.172014,66,4.1
csp2,2020,6622.211309,66,4.1
csp2,2021,6309.250605,66,4.1
csp2,2022,5938.896801,63.11111111,3.5
csp2,2023,5621.440466,60.22222222,3.5
csp2,2024,5275.118699,57.33333333,3.5
csp2,2025,4928.796932,54.44444444,3.5
csp2,2026,4582.475165,51.55555556,3.5
csp2,2027,4236.153398,48.66666667,3.5
csp2,2028,3889.831631,45.77777778,3.5
csp2,2029,3543.509865,42.88888889,3.5
csp2,2030,3197.188098,40,3.5
csp2,2031,3165.395651,40,3.5
csp2,2032,3133.603204,40,3.5
csp2,2033,3101.810757,40,3.5
csp2,2034,3070.01831,40,3.5
csp2,2035,3038.225863,40,3.5
csp2,2036,3006.433416,40,3.5
csp2,2037,2974.640969,40,3.5
csp2,2038,2942.848522,40,3.5
csp2,2039,2911.056075,40,3.5
csp2,2040,2879.263628,40,3.5
csp2,2041,2847.471181,40,3.5
csp2,2042,2815.678734,40,3.5
csp2,2043,2783.886287,40,3.5
csp2,2044,2752.09384,40,3.5
csp2,2045,2720.301393,40,3.5
csp2,2046,2688.508946,40,3.5
csp2,2047,2656.716499,40,3.5
csp2,2048,2624.924053,40,3.5
csp2,2049,2593.131606,40,3.5
csp2,2050,2561.339159,40,3.5
