*tech,region,year,sc_point_gid,capacity
upv_3,p53037,2010,9166,0.5
upv_2,p17031,2010,36731,9.0
upv_2,p42091,2010,37579,3.0
upv_4,p06097,2010,38386,1.0
upv_2,p42029,2010,38715,0.9
upv_4,p06113,2010,39153,0.9
upv_4,p06055,2010,39908,1.1
upv_4,p06095,2010,40291,2.0
upv_4,p06095,2010,40292,1.0
upv_4,p06017,2010,40298,3.0
upv_3,p34011,2010,40622,2.3
upv_4,p06055,2010,40670,0.9
upv_3,p34011,2010,41000,2.2
upv_4,p06005,2010,41059,1.0
upv_4,p06095,2010,41430,0.9
upv_4,p06005,2010,41439,1.0
upv_4,p06005,2010,41818,1.0
upv_4,p08001,2010,43075,1.5
upv_4,p06099,2010,43337,0.9
upv_4,p08045,2010,43432,0.4
upv_4,p06099,2010,43717,0.4
upv_4,p08001,2010,43834,1.9
upv_3,p08045,2010,44191,0.9
upv_4,p06047,2010,45619,1.0
upv_4,p06039,2010,47519,1.0
upv_4,p06039,2010,47902,0.5
upv_4,p08041,2010,48012,1.5
upv_4,p06019,2010,48283,0.5
upv_4,p06107,2010,49425,0.5
upv_4,p06107,2010,49426,0.5
upv_5,p08109,2010,51043,1.0
upv_5,p08003,2010,52183,6.7
upv_5,p06029,2010,53992,0.3
upv_5,p06071,2010,54375,0.3
upv_5,p06071,2010,54376,0.3
upv_3,p37157,2010,54653,0.5
upv_5,p06071,2010,54757,0.3
upv_3,p37057,2010,56172,0.5
upv_5,p32003,2010,56675,10.0
upv_3,p37137,2010,56959,1.0
upv_5,p06111,2010,57020,0.4
upv_4,p06111,2010,57779,0.4
upv_4,p06111,2010,57780,0.8
upv_4,p06111,2010,57781,0.5
upv_5,p06071,2010,58179,0.9
upv_5,p06071,2010,58560,0.5
upv_5,p06071,2010,60077,0.9
upv_5,p04025,2010,60492,3.0
upv_5,p06065,2010,61215,0.9
upv_5,p06065,2010,61972,0.9
upv_5,p06065,2010,61977,0.5
upv_3,p37019,2010,62271,1.2
upv_4,p06073,2010,62731,0.5
upv_4,p06073,2010,62732,0.5
upv_5,p04001,2010,63175,3.7
upv_5,p06073,2010,63501,0.9
upv_5,p06065,2010,63512,21.0
upv_5,p06025,2010,63881,0.9
upv_5,p06073,2010,64635,0.5
upv_5,p04013,2010,65432,0.1
upv_5,p04013,2010,65433,0.4
upv_5,p04013,2010,65812,0.1
upv_5,p04019,2010,70379,3.0
upv_4,p12027,2010,89992,25.0
upv_3,p53037,2011,9166,0.5
upv_2,p17031,2011,36731,9.0
upv_2,p42091,2011,37579,3.0
upv_4,p06097,2011,38386,1.0
upv_2,p42029,2011,38715,0.9
upv_4,p06113,2011,39153,0.9
upv_4,p06055,2011,39908,1.1
upv_4,p06095,2011,40291,2.0
upv_4,p06095,2011,40292,1.0
upv_4,p06017,2011,40298,3.0
upv_3,p34011,2011,40622,2.3
upv_4,p06055,2011,40670,0.9
upv_3,p34011,2011,41000,2.2
upv_4,p06005,2011,41059,1.0
upv_4,p06095,2011,41430,0.9
upv_4,p06005,2011,41439,1.0
upv_4,p06005,2011,41818,1.0
upv_4,p08001,2011,43075,1.5
upv_4,p06099,2011,43337,0.9
upv_4,p08045,2011,43432,0.4
upv_4,p06099,2011,43717,0.4
upv_4,p08001,2011,43834,1.9
upv_3,p08045,2011,44191,0.9
upv_4,p06047,2011,45619,1.0
upv_4,p06039,2011,47519,1.0
upv_4,p06039,2011,47902,0.5
upv_4,p08041,2011,48012,1.5
upv_4,p06019,2011,48283,0.5
upv_4,p06107,2011,49425,0.5
upv_4,p06107,2011,49426,0.5
upv_5,p08109,2011,51043,1.0
upv_5,p08003,2011,52183,6.7
upv_5,p06029,2011,53992,0.3
upv_5,p06071,2011,54375,0.3
upv_5,p06071,2011,54376,0.3
upv_3,p37157,2011,54653,0.5
upv_5,p06071,2011,54757,0.3
upv_3,p37057,2011,56172,0.5
upv_5,p32003,2011,56675,10.0
upv_3,p37137,2011,56959,1.0
upv_5,p06111,2011,57020,0.4
upv_4,p06111,2011,57779,0.4
upv_4,p06111,2011,57780,0.8
