*tech,region,year,sc_point_gid,capacity
upv_2,p1,2010,9166,0.5
upv_1,p80,2010,36731,9.0
upv_2,p122,2010,37579,3.0
upv_4,p9,2010,38386,1.0
upv_1,p122,2010,38715,0.9
upv_4,p9,2010,39153,0.9
upv_4,p9,2010,39908,1.1
upv_4,p9,2010,40291,2.0
upv_4,p9,2010,40292,1.0
upv_4,p9,2010,40298,3.0
upv_2,p126,2010,40622,2.3
upv_4,p9,2010,40670,0.9
upv_4,p9,2010,41059,1.0
upv_4,p9,2010,41430,0.9
upv_4,p9,2010,41439,1.0
upv_2,p126,2010,41762,2.2
upv_4,p9,2010,41818,1.0
upv_4,p33,2010,43075,1.5
upv_4,p9,2010,43337,0.9
upv_3,p33,2010,43432,0.4
upv_4,p9,2010,43717,0.4
upv_4,p33,2010,43834,1.9
upv_3,p33,2010,44191,0.9
upv_4,p9,2010,45619,1.0
upv_4,p9,2010,47519,1.0
upv_4,p9,2010,47902,0.5
upv_4,p34,2010,48012,1.5
upv_4,p9,2010,48283,0.5
upv_4,p10,2010,49425,0.5
upv_4,p10,2010,49426,0.5
upv_4,p34,2010,51043,1.0
upv_4,p34,2010,52183,6.7
upv_5,p10,2010,53993,0.3
upv_5,p10,2010,54375,0.3
upv_5,p10,2010,54376,0.3
upv_5,p10,2010,54389,10.0
upv_5,p10,2010,54758,0.3
upv_2,p97,2010,55792,0.5
upv_3,p97,2010,56172,0.5
upv_5,p10,2010,56279,0.5
upv_5,p10,2010,56640,0.4
upv_5,p10,2010,56660,0.5
upv_5,p10,2010,57019,0.4
upv_4,p10,2010,57779,0.8
upv_3,p98,2010,58099,1.0
upv_5,p10,2010,58179,0.9
upv_5,p10,2010,60077,0.9
upv_5,p28,2010,60492,3.0
upv_5,p10,2010,61216,0.9
upv_5,p10,2010,61600,0.5
upv_5,p10,2010,61973,0.9
upv_3,p98,2010,62271,1.2
upv_4,p11,2010,62731,0.5
upv_4,p11,2010,62733,0.5
upv_4,p11,2010,62734,0.5
upv_5,p10,2010,63120,0.9
upv_5,p29,2010,63175,3.7
upv_5,p10,2010,63512,21.0
upv_5,p11,2010,63880,0.9
upv_5,p28,2010,65432,0.1
upv_5,p28,2010,65433,0.4
upv_5,p28,2010,65812,0.1
upv_5,p30,2010,70379,3.0
upv_4,p101,2010,89992,25.0
upv_2,p1,2011,9166,0.5
upv_1,p80,2011,36731,9.0
upv_2,p122,2011,37579,3.0
upv_4,p9,2011,38386,1.0
upv_1,p122,2011,38715,0.9
upv_4,p9,2011,39153,0.9
upv_4,p9,2011,39908,1.1
upv_4,p9,2011,40291,2.0
upv_4,p9,2011,40292,1.0
upv_4,p9,2011,40298,3.0
upv_2,p126,2011,40622,2.3
upv_4,p9,2011,40670,0.9
upv_4,p9,2011,41059,1.0
upv_4,p9,2011,41430,0.9
upv_4,p9,2011,41439,1.0
upv_2,p126,2011,41762,2.2
upv_4,p9,2011,41818,1.0
upv_4,p33,2011,43075,1.5
upv_4,p9,2011,43337,0.9
upv_3,p33,2011,43432,0.4
upv_4,p9,2011,43717,0.4
upv_4,p33,2011,43834,1.9
upv_3,p33,2011,44191,0.9
upv_4,p9,2011,45619,1.0
upv_4,p9,2011,47519,1.0
upv_4,p9,2011,47902,0.5
upv_4,p34,2011,48012,1.5
