tech,region,year,capacity
wind-ons_4,s64,2010,101.4
wind-ons_5,s64,2010,104.2
wind-ons_7,s355,2010,10.8717
wind-ons_6,s355,2010,31.1283
wind-ons_9,s4,2010,44.0
wind-ons_8,s4,2010,176.1264
wind-ons_6,s4,2010,52.4736
wind-ons_4,s99,2010,168.0
wind-ons_3,s99,2010,156.0
wind-ons_7,s99,2010,160.9
wind-ons_5,s99,2010,167.6
wind-ons_7,s64,2010,6.084
wind-ons_6,s64,2010,2.916
wind-ons_6,s356,2010,57.1458
wind-ons_7,s5,2010,447.5936
wind-ons_7,s9,2010,219.6
wind-ons_6,s9,2010,147.6
wind-ons_9,s5,2010,44.9064
wind-ons_8,s5,2010,297.9
wind-ons_8,s9,2010,229.3061
wind-ons_10,s9,2010,42.5939
wind-ons_6,s5,2010,204.0
wind-ons_7,s16,2010,458.5
wind-ons_9,s16,2010,133.4
wind-ons_8,s16,2010,690.8
wind-ons_6,s16,2010,447.2
wind-ons_10,s16,2010,41.6
wind-ons_6,s125,2010,25.0
wind-ons_1,s355,2010,66.0
wind-ons_4,s100,2010,68.6
wind-ons_5,s100,2010,129.0
wind-ons_6,s66,2010,135.0
wind-ons_5,s102,2010,196.5
wind-ons_6,s120,2010,3.3
wind-ons_7,s356,2010,4.5486
wind-ons_5,s356,2010,4.3056
wind-ons_8,s338,2010,2.3977
wind-ons_7,s338,2010,3.9852
wind-ons_4,s96,2010,30.0
wind-ons_6,s338,2010,261.4938
wind-ons_3,s338,2010,21.1085
wind-ons_3,s102,2010,61.5
wind-ons_2,s338,2010,96.5148
wind-ons_7,s214,2010,1.6281
wind-ons_6,s214,2010,0.1719
wind-ons_3,s101,2010,180.0
wind-ons_5,s121,2010,0.4
wind-ons_8,s336,2010,4.3497
wind-ons_8,s337,2010,74.2264
wind-ons_9,s337,2010,78.279
wind-ons_6,s337,2010,65.9971
wind-ons_7,s337,2010,62.309
wind-ons_6,s121,2010,4.0
wind-ons_6,s336,2010,0.3645
wind-ons_3,s354,2010,24.0
wind-ons_7,s122,2010,0.931
wind-ons_6,s122,2010,28.23
wind-ons_7,s336,2010,3.2076
wind-ons_5,s337,2010,33.2667
wind-ons_5,s197,2010,1.5
wind-ons_5,s122,2010,3.919
wind-ons_3,s122,2010,8.4
wind-ons_2,s352,2010,5.2
wind-ons_5,s110,2010,65.5
wind-ons_4,s123,2010,227.35
wind-ons_5,s123,2010,252.4092
wind-ons_6,s123,2010,29.787
wind-ons_6,s197,2010,0.1
wind-ons_5,s214,2010,59.0
wind-ons_8,s44,2010,71.4
wind-ons_3,s123,2010,348.3738
wind-ons_6,s128,2010,37.6723
wind-ons_6,s348,2010,2.5467
wind-ons_4,s112,2010,50.4
wind-ons_6,s218,2010,121.8
wind-ons_4,s334,2010,30.0
wind-ons_6,s334,2010,34.5
wind-ons_5,s334,2010,11.5
wind-ons_7,s47,2010,64.5
wind-ons_6,s176,2010,15.75
wind-ons_6,s347,2010,1.7
wind-ons_9,s44,2010,10.5
wind-ons_2,s123,2010,49.5
wind-ons_4,s110,2010,51.0
wind-ons_2,s176,2010,7.3872
wind-ons_4,s176,2010,351.6762
wind-ons_5,s176,2010,346.5784
wind-ons_5,s128,2010,40.0
wind-ons_6,s193,2010,30.6
wind-ons_6,s110,2010,2.6
wind-ons_3,s176,2010,1.3359
wind-ons_7,s193,2010,0.1
wind-ons_5,s193,2010,126.1
wind-ons_7,s348,2010,0.7533
wind-ons_7,s333,2010,6.8526
wind-ons_6,s333,2010,113.3862
wind-ons_4,s333,2010,139.9588
wind-ons_3,s333,2010,52.8282
wind-ons_6,s335,2010,125.0
wind-ons_8,s333,2010,11.7612
wind-ons_5,s333,2010,40.313
wind-ons_5,s132,2010,1854.2
wind-ons_6,s132,2010,160.0
wind-ons_6,s177,2010,21.8815
wind-ons_5,s177,2010,294.5185
wind-ons_1,s74,2010,794.7
wind-ons_4,s132,2010,220.7
wind-ons_2,s74,2010,17.0
wind-ons_6,s133,2010,80.9
wind-ons_6,s194,2010,2.6
wind-ons_2,s323,2010,100.5
wind-ons_6,s324,2010,64.5
wind-ons_5,s118,2010,8.91
wind-ons_7,s133,2010,0.9
wind-ons_3,s118,2010,63.18
wind-ons_5,s324,2010,24.0
wind-ons_7,s74,2010,2.5
wind-ons_2,s118,2010,8.91
wind-ons_6,s199,2010,400.5
wind-ons_3,s116,2010,59.4
wind-ons_5,s178,2010,335.0
wind-ons_6,s325,2010,26.0
wind-ons_5,s134,2010,429.3
wind-ons_5,s325,2010,102.0
wind-ons_6,s71,2010,219.12
wind-ons_6,s180,2010,14.7
wind-ons_5,s71,2010,64.08
wind-ons_7,s227,2010,5.4
wind-ons_7,s199,2010,76.2
wind-ons_7,s228,2010,1.8
wind-ons_6,s200,2010,57.0
wind-ons_7,s200,2010,81.9
wind-ons_7,s207,2010,312.0
wind-ons_1,s322,2010,212.5
wind-ons_5,s114,2010,10.5
wind-ons_4,s180,2010,174.8
wind-ons_6,s79,2010,9.9
wind-ons_6,s85,2010,498.4
wind-ons_5,s85,2010,286.2
wind-ons_6,s203,2010,150.0
wind-ons_8,s331,2010,0.3645
wind-ons_4,s85,2010,201.0
wind-ons_4,s322,2010,29.4
wind-ons_7,s221,2010,835.85
wind-ons_5,s322,2010,9.0
wind-ons_3,s322,2010,90.3
